,Customer Id,International,Express Shipment,Installation Included,Remote Location,Cost,Artist Reputation_median,Price Of Sculpture_median,Base Shipping Price_median,Height_median_sqaure,Width_median_log,Weight_median_Boxcox,Material_Brass,Material_Bronze,Material_Clay,Material_Marble,Material_Stone,Material_Wood,Transport_Roadways,Transport_Waterways,Scheduled_day,Scheduled_month,Delivery_day,Delivery_month
24,fffe3200320035003600,1,0,0,0,2296.74,0.43,1562.1,91.58,4.898979485566356,2.0794415416798357,8.155705462200878,0,0,0,1,0,0,0,1,31,12,31,12
25,fffe36003800,1,0,0,0,279.16,0.45,6.63,19.61,3.1622776601683795,1.3862943611198906,4.291099701606475,1,0,0,0,0,0,0,1,10,6,13,6
26,fffe3400350031003200,0,0,0,1,547.81,0.2,8.56,93.59,5.0,2.1972245773362196,6.564438499421485,1,0,0,0,0,0,0,1,3,10,4,10
27,fffe3400300031003000,0,0,1,0,371.82,0.47,6.76,19.83,5.291502622129181,2.70805020110221,5.403454976282853,0,0,0,0,0,0,1,0,5,2,1,2
28,fffe320038003600,0,0,1,1,1087.36,0.51,151.19,59.22,4.0,2.0794415416798357,7.562555975887375,1,0,0,0,0,0,0,0,23,5,23,5
29,fffe3100300038003400,0,0,0,0,280.22,0.67,6.0,11.04,4.123105625617661,1.791759469228055,4.32177492010021,0,0,0,0,0,1,0,0,7,2,8,2
30,fffe3800390030003700,0,1,0,0,1358.73,0.56,162.93,99.06,4.47213595499958,2.0794415416798357,7.488522520194292,0,0,0,1,0,0,0,0,5,3,9,3
31,fffe3700370037003600,1,1,1,0,358.92,0.25,25.83,18.35,3.1622776601683795,1.3862943611198906,6.313578215838786,0,0,0,1,0,0,0,0,30,4,27,4
32,fffe38003100,0,0,1,0,214.15,0.31,4.91,24.67,3.605551275463989,1.9459101490553132,4.916942487645221,0,0,0,0,0,0,0,0,1,10,1,10
33,fffe3200310033003600,0,0,0,0,241.48,0.57,4.71,22.24,2.449489742783178,1.3862943611198906,3.735346840514695,1,0,0,0,0,0,0,0,10,4,10,4
34,fffe3500350031003600,1,0,0,0,128.38,0.01,6.51,22.49,4.47213595499958,1.6094379124341003,3.8132050505825825,1,0,0,0,0,0,0,1,3,2,6,2
35,fffe3200380038003500,1,0,0,0,280.42,0.68,4.38,20.36,2.8284271247461903,1.6094379124341003,4.6582477820424915,0,0,1,0,0,0,0,1,1,4,31,3
36,fffe3800320035003100,1,0,0,1,179.32,0.23,3.26,13.82,4.0,2.0794415416798357,4.771368639726243,0,0,0,0,0,0,0,0,15,10,12,10
37,fffe3700320035003300,0,0,1,0,288.58,0.52,3.86,17.0,6.0,2.833213344056216,5.092438806766606,0,0,0,0,0,1,1,0,20,10,24,10
38,fffe3900320032003700,1,0,1,0,4895.23,0.59,99.52,89.55,4.69041575982343,2.70805020110221,6.92054478889441,1,0,0,0,0,0,0,1,28,6,28,6
39,fffe380033003800,0,0,0,0,156.3,0.01,4.15,22.03,4.0,1.9459101490553132,5.413741249124868,0,0,1,0,0,0,0,0,1,11,31,10
40,fffe3700330031003500,1,0,0,0,2944.95,0.93,24.29,78.75,5.385164807134504,2.0794415416798357,6.5549430132535145,0,1,0,0,0,0,0,0,7,4,7,4
41,fffe3100320036003700,0,0,0,1,205.19,0.58,4.28,19.83,4.47213595499958,1.6094379124341003,3.657685312195517,0,0,0,0,0,0,0,0,14,9,16,9
42,fffe3400390034003300,1,0,1,0,5364.93,0.86,116.3,81.85,7.0,2.833213344056216,8.041323784824606,1,0,0,0,0,0,0,1,26,1,24,1
43,fffe380032003200,0,0,1,0,181.02,0.27,3.14,15.04,2.449489742783178,1.6094379124341003,4.765912875840538,1,0,0,0,0,0,1,0,11,9,11,9
44,fffe3500300032003700,0,0,0,1,152.23,0.17,5.13,11.07,4.47213595499958,1.9459101490553132,6.157310323729738,0,1,0,0,0,0,0,0,29,9,28,9
45,fffe3400300035003900,0,0,1,0,1731.53,0.54,61.6,48.17,6.0,2.0794415416798357,7.548262525058703,1,0,0,0,0,0,0,0,7,5,11,5
46,fffe3800390035003300,0,0,1,1,137.87,0.07,6.77,11.75,3.0,1.3862943611198906,3.6878609354798173,0,0,1,0,0,0,1,0,2,4,31,3
47,fffe3900340039003800,0,0,0,0,263.23,0.51,6.25,23.85,2.8284271247461903,1.3862943611198906,4.434602550023523,0,0,1,0,0,0,1,0,6,11,9,11
48,fffe3200380038003800,1,0,0,0,380.91,0.59,10.08,19.77,4.0,2.0794415416798357,6.2888738182174055,1,0,0,0,0,0,0,0,9,8,8,8
49,fffe3500340032003300,0,0,1,0,300.68,0.29,5.18,15.8,4.898979485566356,2.4849066497880004,5.931929354195112,0,0,1,0,0,0,0,0,16,6,12,6
50,fffe3300310037003100,0,0,0,0,392.2,0.17,19.82,63.79,6.855654600401044,3.1354942159291497,6.386848029235368,0,0,0,0,0,0,1,0,1,7,1,7
51,fffe3300380034003500,0,0,1,0,5651.15,0.6,554.72,92.44,4.47213595499958,2.0794415416798357,7.958145408361644,0,0,0,1,0,0,0,0,12,4,12,4
52,fffe3100370031003700,1,1,0,1,963.88,0.98,5.49,20.04,3.872983346207417,1.9459101490553132,6.186650454652667,1,0,0,0,0,0,0,0,28,2,4,3
53,fffe3700310038003400,1,0,0,0,1297.25,0.3,365.28,54.25,4.69041575982343,2.1972245773362196,8.264992107227808,0,0,0,0,1,0,0,1,22,11,20,11
54,fffe370034003300,1,0,0,0,182.92,0.25,3.03,18.09,3.872983346207417,1.791759469228055,5.048717438512377,0,0,1,0,0,0,0,1,16,5,16,5
55,fffe3500380039003300,0,0,1,1,269.88,0.45,3.6,23.31,6.244997998398398,1.9459101490553132,5.45476508631952,0,0,0,0,0,0,0,0,5,6,1,6
56,fffe3600370038003900,0,0,1,0,210.45,0.31,5.75,22.0,2.6457513110645907,1.6094379124341003,4.866605924396638,0,1,0,0,0,0,0,0,8,1,7,1
57,fffe3200300032003100,1,0,1,0,140.38,0.12,3.5,16.83,5.0990195135927845,2.0794415416798357,5.08181210255543,0,0,0,0,0,1,0,1,23,4,24,4
58,fffe360038003200,1,1,1,0,12359.84,0.61,1377.26,45.19,5.5677643628300215,2.0794415416798357,8.413326728909457,0,0,0,0,1,0,0,0,21,4,17,4
59,fffe3100350034003900,0,1,0,0,8617.36,0.45,839.18,92.25,6.557438524302,2.5649493574615367,8.900598974736765,0,0,0,0,1,0,0,0,4,7,7,7
60,fffe3500330030003900,0,0,1,0,383.26,0.45,7.86,55.05,4.242640687119285,2.0794415416798357,6.351668248173314,1,0,0,0,0,0,0,0,25,6,23,6
61,fffe3900330030003600,0,1,0,1,323.55,0.49,18.4,23.76,2.6457513110645907,1.6094379124341003,6.295363597031344,0,0,0,0,1,0,0,0,24,1,28,1
62,fffe3300320037003300,0,1,1,0,836.8,0.68,11.76,22.39,6.244997998398398,2.70805020110221,6.20377093380758,0,0,0,0,0,0,0,0,16,12,12,12
63,fffe3400370030003200,1,1,1,1,595.73,0.18,46.61,54.29,3.872983346207417,1.9459101490553132,6.926034597950865,0,0,0,1,0,0,0,0,27,4,29,4
64,fffe3100340039003600,0,0,0,1,232.86,0.38,4.43,15.69,6.6332495807108,3.044522437723423,5.980280693653852,0,0,0,0,0,0,0,0,24,12,24,12
65,fffe3900330033003900,1,0,1,0,24383.58,0.67,10624.83,44.95,5.830951894845301,2.5649493574615367,9.061883761719564,0,0,0,0,1,0,0,1,27,3,28,3
66,fffe3500300035003900,0,0,0,0,4089.47,0.68,409.34,72.82,3.872983346207417,2.0794415416798357,7.911768907859917,0,0,0,0,1,0,1,0,7,3,5,3
67,fffe3100350030003000,1,0,0,0,113.86,0.04,5.58,18.45,5.916079783099616,2.833213344056216,5.053239987529645,1,0,0,0,0,0,0,1,28,5,31,5
68,fffe3200350038003500,1,0,0,1,516.72,0.81,6.11,20.95,4.47213595499958,1.0986122886681098,4.978886788575616,0,0,0,0,1,0,0,1,12,10,8,10
69,fffe3100320034003400,0,1,1,0,1157.2,0.65,9.97,14.81,5.656854249492381,2.3978952727983707,5.855744416087274,0,0,0,0,0,0,0,0,13,11,9,11
70,fffe3700310031003800,1,1,0,0,1536.89,0.84,26.1,45.79,4.242640687119285,2.0794415416798357,6.703861106204805,1,0,0,0,0,0,0,0,2,9,29,8
71,fffe3600330039003200,0,0,0,0,4300.25,0.69,1566.67,59.65,5.0990195135927845,2.4849066497880004,8.426268746291392,0,0,0,1,0,0,0,0,31,10,2,11
72,fffe3100340031003100,0,0,1,0,1165.4,0.36,34.08,95.89,5.0,3.1780538303479458,6.856028654749728,0,0,1,0,0,0,0,0,18,4,21,4
73,fffe3700390036003600,0,0,0,0,179.2,0.22,4.22,24.47,2.8284271247461903,1.3862943611198906,5.268122169829377,1,0,0,0,0,0,1,0,14,3,16,3
74,fffe3600340038003700,0,0,1,0,1050.81,0.11,210.57,94.13,4.123105625617661,1.9459101490553132,7.880707060217527,0,0,0,0,1,0,1,0,13,3,11,3
75,fffe3300310032003300,0,1,1,0,556.87,0.45,3.13,15.48,5.0,2.3978952727983707,5.773597067943556,1,0,0,0,0,0,0,0,6,3,4,3
76,fffe3800300032003300,0,0,0,0,215.68,0.58,3.06,18.67,3.1622776601683795,1.3862943611198906,4.98016382334113,0,1,0,0,0,0,1,0,4,4,5,4
77,fffe3300390035003300,0,0,0,0,148.42,0.17,4.71,17.09,4.242640687119285,1.791759469228055,6.065097419355268,0,0,1,0,0,0,1,0,16,12,16,12
78,fffe3700330034003700,0,0,1,0,244.62,0.45,6.02,13.52,3.0,1.6094379124341003,5.544096210047339,1,0,0,0,0,0,1,0,18,9,15,9
79,fffe3400350036003300,0,1,1,0,213.96,0.4,3.79,10.26,3.7416573867739413,2.0794415416798357,6.065097419355268,0,0,1,0,0,0,0,0,26,7,29,7
80,fffe390032003500,0,0,0,0,708.86,0.97,4.58,13.39,5.477225575051661,2.70805020110221,5.073168846097699,0,0,0,0,0,1,1,0,2,11,31,10
81,fffe3100350030003600,0,0,0,0,4083.76,0.87,1383.56,95.79,4.358898943540674,2.3978952727983707,8.13804756454622,0,0,0,1,0,0,1,0,21,2,25,2
82,fffe3300340031003100,1,0,0,0,3144.43,0.93,9.89,13.29,5.477225575051661,2.302585092994046,5.422072572464821,1,0,0,0,0,0,0,1,28,11,24,11
83,fffe3700380032003100,1,0,0,1,251.07,0.38,4.16,17.29,3.4641016151377544,2.0794415416798357,5.849588152428885,0,1,0,0,0,0,0,0,3,4,1,4
84,fffe3800360035003300,0,0,0,1,236.89,0.5,3.34,18.85,4.0,1.791759469228055,5.506837814730663,1,0,0,0,0,0,0,0,6,3,9,3
85,fffe320039003800,1,0,0,1,189.24,0.18,6.35,15.4,3.872983346207417,1.791759469228055,4.955414374471146,0,0,1,0,0,0,0,0,2,7,29,6
86,fffe3600360036003600,0,0,1,0,1030.25,0.38,47.18,67.44,7.483314773547883,2.833213344056216,7.461572530131595,0,1,0,0,0,0,0,1,25,12,25,12
87,fffe360035003700,0,0,1,1,28508.63,0.88,3929.77,55.12,5.0,2.833213344056216,8.568756242713834,0,0,0,1,0,0,1,0,27,3,24,3
88,fffe3700360030003000,0,1,1,0,225.61,0.22,6.23,22.3,4.795831523312719,2.5649493574615367,4.747362820940314,0,0,0,0,0,1,0,0,21,10,21,10
89,fffe3100340031003900,0,1,0,1,390.57,0.43,6.55,22.15,4.47213595499958,2.6390573296152584,6.018315707932313,0,0,0,0,0,0,0,0,29,6,30,6
90,fffe3400330030003600,0,0,0,0,215.42,0.49,5.49,16.52,4.0,2.0794415416798357,5.377841504119475,0,0,1,0,0,0,1,0,27,5,30,5
91,fffe3900380033003100,1,1,0,0,20923.0,0.88,2896.76,54.34,4.898979485566356,2.70805020110221,8.58312989108587,0,0,0,1,0,0,0,0,12,5,12,5
92,fffe3300380033003300,1,0,1,0,1043.72,0.64,31.69,91.98,3.1622776601683795,1.3862943611198906,6.065097419355268,0,0,0,1,0,0,0,1,20,7,20,7
93,fffe3900380039003500,0,1,1,0,156.01,0.03,5.58,18.88,6.4031242374328485,2.1972245773362196,4.97760698067251,0,0,0,0,0,1,0,0,8,2,9,2
94,fffe3200340036003700,0,1,0,0,428.22,0.28,20.41,27.4,6.082762530298219,2.995732273553991,6.657103278618589,0,0,1,0,0,0,0,0,26,8,25,8
95,fffe3300350037003500,0,0,0,0,2135.3,0.45,88.84,34.46,5.916079783099616,2.5649493574615367,6.065097419355268,1,0,0,0,0,0,0,0,30,3,2,4
96,fffe380031003500,0,1,1,1,1494.4,0.86,8.3,17.02,3.7416573867739413,1.9459101490553132,6.161016535704317,1,0,0,0,0,0,0,0,3,10,7,10
97,fffe3300300038003300,0,0,0,0,626.73,0.99,6.92,21.85,2.8284271247461903,2.0794415416798357,4.184467713880303,0,0,0,0,0,0,0,1,17,1,19,1
98,fffe3800390039003600,1,0,1,0,336.53,0.27,28.53,29.16,6.082762530298219,2.772588722239781,6.528103284158791,0,0,1,0,0,0,0,1,10,1,14,1
99,fffe3900330030003800,1,0,1,0,552.54,0.42,32.42,23.52,4.898979485566356,2.833213344056216,6.307874621528351,0,0,1,0,0,0,0,0,11,4,12,4
100,fffe3800370031003000,0,0,0,0,199.1,0.3,3.71,20.65,4.795831523312719,2.302585092994046,5.497632819669,0,0,0,0,0,0,1,0,17,3,14,3
101,fffe3500300038003300,1,0,1,0,801.86,0.99,5.91,14.04,5.477225575051661,1.9459101490553132,5.471771246040097,0,0,0,0,0,0,0,1,24,9,28,9
102,fffe3700310039003700,0,0,0,0,211.1,0.34,4.95,24.48,4.795831523312719,2.4849066497880004,4.918360360487067,0,0,0,0,0,1,1,0,14,12,15,12
103,fffe380031003000,0,1,0,0,687.11,0.45,153.97,71.73,3.605551275463989,1.9459101490553132,7.463858760184221,0,0,0,0,1,0,0,0,26,2,1,3
104,fffe310033003300,1,0,1,0,330.13,0.51,11.45,20.82,5.385164807134504,2.302585092994046,5.817400536298166,1,0,0,0,0,0,0,0,20,6,22,6
105,fffe310037003800,0,0,0,0,112.03,0.36,4.3,11.28,3.0,1.6094379124341003,3.5700011036855925,0,0,0,0,0,1,1,0,27,6,29,6
106,fffe3900300031003600,0,0,0,0,420.24,0.77,5.28,23.04,3.1622776601683795,1.6094379124341003,5.034936064382162,0,1,0,0,0,0,1,0,21,9,17,9
107,fffe3200390036003400,0,0,0,0,1310.04,0.45,121.37,82.14,6.4031242374328485,2.1972245773362196,7.025786789019607,0,1,0,0,0,0,0,1,16,2,16,2
108,fffe340038003400,0,1,0,0,19151.67,0.79,647.77,88.79,4.795831523312719,2.0794415416798357,7.937323218333279,0,0,0,0,1,0,1,0,29,11,28,11
109,fffe3700300036003900,0,0,0,1,185.39,0.18,6.56,16.18,5.0990195135927845,1.791759469228055,5.6922701185333615,0,0,1,0,0,0,0,0,21,12,20,12
110,fffe3700350030003600,0,1,1,0,523.71,0.87,5.22,19.81,2.6457513110645907,1.6094379124341003,5.8530765728306635,0,0,0,0,1,0,1,0,21,10,21,10
111,fffe3100390036003300,0,0,0,0,772.7,0.32,16.23,88.99,6.4031242374328485,2.4849066497880004,6.559780132458402,0,0,1,0,0,0,1,0,26,2,27,2
112,fffe3400350030003200,0,0,1,1,344.74,0.58,3.32,17.24,5.291502622129181,2.833213344056216,5.346292182505481,0,0,0,0,0,1,0,0,10,12,13,12
113,fffe3100360031003100,0,0,0,0,171.15,0.03,4.65,17.06,2.6457513110645907,2.0794415416798357,5.864454040448253,0,0,0,1,0,0,0,0,17,12,18,12
114,fffe3800310039003500,0,1,1,0,216.4,0.4,5.31,15.7,4.242640687119285,2.1972245773362196,4.7024106421393865,0,0,0,0,0,1,1,0,27,1,26,1
115,fffe3800330036003800,1,1,1,0,182.64,0.57,3.15,18.99,2.0,1.0986122886681098,2.8962264607052464,0,0,0,0,0,1,0,0,10,2,14,2
116,fffe3100370039003000,1,1,0,0,196.34,0.41,6.43,11.82,4.358898943540674,2.0794415416798357,6.065097419355268,0,0,0,0,0,0,0,0,9,1,12,1
117,fffe3900380037003500,0,0,1,0,1964.21,0.48,319.06,70.13,4.898979485566356,1.791759469228055,7.528692375892973,0,0,0,0,1,0,0,0,7,5,7,5
118,fffe3200370035003900,1,1,0,0,322018.37,0.69,7351.07,75.19,5.0,2.6390573296152584,8.851432037242741,0,0,0,0,1,0,0,0,7,11,10,11
119,fffe3800320032003300,0,0,1,1,239.33,0.41,5.52,21.32,3.3166247903554,2.0794415416798357,5.28869761348973,0,0,1,0,0,0,0,1,19,7,22,7
120,fffe3200390032003500,1,1,0,0,406.91,0.45,5.6,22.6,3.0,1.6094379124341003,5.152410970392412,0,1,0,0,0,0,0,0,2,2,30,1
121,fffe380031003400,1,1,0,0,184.31,0.16,3.03,14.31,4.47213595499958,2.3978952727983707,6.007673057212439,1,0,0,0,0,0,0,0,28,12,30,12
122,fffe3800300035003600,0,1,0,0,1394.04,0.47,111.06,92.24,4.69041575982343,2.8903717578961645,7.0017231464765235,1,0,0,0,0,0,0,0,29,4,28,4
123,fffe3500320037003800,1,0,1,0,371.58,0.46,9.85,15.31,3.4641016151377544,2.0794415416798357,5.631951896176067,0,1,0,0,0,0,0,1,18,1,21,1
124,fffe3800370037003200,0,1,1,1,231.13,0.65,4.63,13.77,2.0,1.3862943611198906,3.7261127475607174,0,1,0,0,0,0,1,0,16,4,16,4
125,fffe380037003600,0,0,0,0,157.6,0.32,3.35,15.16,5.916079783099616,2.3978952727983707,4.973750801233867,0,0,0,0,0,1,0,0,7,11,10,11
126,fffe330039003900,0,1,1,0,164.69,0.45,6.21,16.02,3.605551275463989,1.9459101490553132,6.070062409531827,0,1,0,0,0,0,1,0,7,10,10,10
127,fffe3900310032003000,0,0,0,0,655.89,0.29,12.59,72.17,6.48074069840786,2.8903717578961645,6.857641683912213,0,0,1,0,0,0,1,0,28,9,30,9
128,fffe3600390035003700,0,0,1,0,7178.95,0.95,61.12,57.31,6.6332495807108,2.70805020110221,6.74196806245841,0,0,1,0,0,0,0,1,4,3,5,3
129,fffe3700360033003900,1,1,1,0,84932.99,0.86,1332.42,25.62,5.830951894845301,2.3978952727983707,8.871052611366174,0,0,0,0,1,0,0,0,23,12,23,12
130,fffe3700390038003500,1,0,1,0,182.24,0.48,3.12,10.98,4.242640687119285,2.1972245773362196,5.304928793490681,0,0,0,0,0,0,0,1,23,5,25,5
131,fffe3400300035003800,1,0,0,1,297.34,0.58,3.78,13.34,5.830951894845301,2.0794415416798357,4.936490748648741,1,0,0,0,0,0,0,0,4,8,31,7
132,fffe3500310038003900,1,0,0,0,253.49,0.45,6.7,24.16,2.23606797749979,1.0986122886681098,5.196274673115026,0,0,0,0,1,0,0,0,6,3,8,3
133,fffe3400370037003800,0,0,1,0,290.28,0.62,3.03,13.03,5.291502622129181,1.9459101490553132,6.065097419355268,0,0,0,0,0,1,1,0,26,6,28,6
134,fffe3900370031003300,0,1,0,0,8745.47,0.87,1846.84,60.7,5.0990195135927845,2.0794415416798357,8.228179262235164,0,0,0,0,1,0,0,0,22,10,22,10
135,fffe3800360035003100,0,1,0,0,527.23,0.25,17.04,74.41,4.358898943540674,2.3978952727983707,6.610888137601501,0,1,0,0,0,0,0,0,19,2,19,2
136,fffe3400300035003100,0,0,1,0,730.8,0.21,16.67,77.67,5.196152422706632,2.302585092994046,7.095521429102836,1,0,0,0,0,0,0,0,27,6,24,6
137,fffe33003300,0,0,0,0,198.87,0.16,6.49,21.95,5.385164807134504,2.1972245773362196,6.065097419355268,0,0,1,0,0,0,0,0,4,1,2,1
138,fffe3100380031003700,0,0,0,0,179.33,0.47,4.15,13.13,3.3166247903554,1.9459101490553132,5.576763404073507,0,1,0,0,0,0,1,0,22,11,23,11
139,fffe3300390030003300,0,0,1,0,214.77,0.84,3.39,15.75,2.0,1.3862943611198906,3.284622005823843,1,0,0,0,0,0,1,0,25,6,23,6
140,fffe3400340030003400,0,0,0,0,1756.36,0.55,238.2,87.86,5.916079783099616,2.8903717578961645,7.53438639113394,0,1,0,0,0,0,1,0,28,10,31,10
141,fffe3300370036003400,0,0,1,0,537.6,0.57,41.61,28.46,2.6457513110645907,1.6094379124341003,6.065097419355268,0,0,0,0,1,0,0,0,1,10,3,10
142,fffe3300340034003000,1,0,1,0,3673.54,0.54,378.41,92.17,5.916079783099616,2.0794415416798357,8.180959080526325,0,0,0,1,0,0,0,0,20,10,20,10
143,fffe3400330035003800,1,1,0,0,226.23,0.1,5.12,14.13,2.6457513110645907,1.6094379124341003,5.980910016716718,1,0,0,0,0,0,0,0,7,6,7,6
144,fffe3500300033003400,1,0,0,0,648.1,0.34,8.92,97.79,2.8284271247461903,2.0794415416798357,6.340431438074598,1,0,0,0,0,0,0,1,6,3,7,3
145,fffe3500340030003300,0,1,0,0,357.42,0.33,8.71,24.06,5.291502622129181,2.0794415416798357,6.065097419355268,0,0,1,0,0,0,0,0,19,2,15,2
146,fffe38003000,1,0,0,0,480.86,0.25,10.24,79.85,3.7416573867739413,1.9459101490553132,6.3891002698730786,1,0,0,0,0,0,0,1,10,11,11,11
147,fffe330032003000,1,0,1,0,2166.06,0.35,456.3,99.59,5.656854249492381,2.995732273553991,7.720609941803979,1,0,0,0,0,0,0,1,21,7,23,7
148,fffe3600360037003200,0,0,0,0,569.38,0.65,27.1,24.77,5.5677643628300215,2.4849066497880004,6.264931334749893,0,0,1,0,0,0,1,0,5,3,7,3
149,fffe3200330035003200,1,0,0,0,579.35,0.45,38.22,33.93,5.477225575051661,2.0794415416798357,6.711877448798661,0,1,0,0,0,0,0,0,11,7,7,7
150,fffe3100360031003300,1,0,0,1,205.17,0.22,11.22,20.81,4.0,1.9459101490553132,6.104196296029562,1,0,0,0,0,0,0,1,9,12,10,12
151,fffe3600310036003100,0,1,0,0,3280.77,0.58,86.41,88.26,3.872983346207417,1.791759469228055,7.397809150269505,0,0,0,0,1,0,0,0,7,6,3,6
152,fffe3200390031003200,0,1,1,0,223.93,0.28,6.08,13.82,1.7320508075688772,1.0986122886681098,6.065097419355268,0,0,0,0,1,0,1,0,11,10,10,10
153,fffe3400370030003000,0,0,0,0,941.39,0.74,9.38,10.47,4.358898943540674,1.9459101490553132,5.368170949458292,1,0,0,0,0,0,1,0,13,9,15,9
154,fffe3200390033003200,0,1,0,0,256.53,0.45,5.64,14.19,1.7320508075688772,0.6931471805599453,3.7882417061896714,0,0,0,1,0,0,0,0,4,12,7,12
155,fffe3200320035003300,0,0,0,0,476.36,0.74,5.49,17.91,4.795831523312719,1.9459101490553132,5.61389006181874,0,0,1,0,0,0,1,0,31,8,28,8
156,fffe3100320035003400,0,0,1,0,6102.69,0.37,2359.05,65.95,4.795831523312719,2.302585092994046,8.362678496113059,0,0,0,0,1,0,0,0,18,6,14,6
157,fffe310034003800,0,0,0,0,655.22,0.13,179.03,25.76,5.5677643628300215,2.4849066497880004,8.2577320414355,0,0,0,1,0,0,1,0,19,3,15,3
158,fffe3900340033003500,0,0,0,0,177.7,0.27,4.15,21.65,3.7416573867739413,1.791759469228055,4.72822622390822,0,0,0,0,0,0,1,0,21,6,19,6
159,fffe3600390033003000,1,0,0,0,651.66,0.45,188.57,33.45,6.0,2.70805020110221,7.800814811562723,1,0,0,0,0,0,0,1,12,9,15,9
160,fffe3900370038003200,0,0,0,1,161.78,0.43,4.16,22.2,2.0,1.0986122886681098,3.0582721442212137,0,0,0,0,0,0,1,0,6,9,10,9
